iter	Logloss
209	0.5752142435
210	0.5749796162
211	0.5747309296
212	0.5744924941
213	0.5743618019
214	0.5741728348
215	0.5740505254
216	0.573567788
217	0.5734151737
218	0.5733588927
219	0.5730088174
220	0.5728123222
221	0.5726102952
222	0.5723838759
223	0.5721385796
224	0.5720480271
225	0.5717359932
226	0.5715490762
227	0.5713710869
228	0.5711875424
229	0.5709173061
230	0.570697305
231	0.5705279253
232	0.5702305871
233	0.5700929454
234	0.569788519
235	0.5697222235
236	0.5693724265
237	0.5692515389
238	0.5690518885
239	0.5688816782
240	0.5687924086
241	0.5685786834
242	0.5683822019
243	0.5680607226
244	0.567843996
245	0.5676289504
246	0.5674325881
247	0.5671752121
248	0.5670655402
249	0.5668866329
250	0.566659026
251	0.5665308895
252	0.5661845379
253	0.5658634028
254	0.565671258
255	0.5656187233
256	0.5654622576
257	0.5652827352
258	0.5651435849
259	0.5648876749
260	0.5647843064
261	0.5645933614
262	0.5645247921
263	0.5642606385
264	0.5640755592
265	0.5639050645
266	0.5638346323
267	0.5636934028
268	0.5635750935
269	0.5633662401
270	0.5631686143
271	0.5629907526
272	0.5626162695
273	0.5624632876
274	0.5622594285
275	0.5619987009
276	0.5619000867
277	0.561794431
278	0.5616668569
279	0.5613523324
280	0.5612397954
281	0.5610543192
282	0.5608887989
283	0.5607633411
284	0.5605354848
285	0.5603558592
286	0.5601374536
287	0.5600519833
288	0.5598371412
289	0.5596772567
290	0.5594216649
291	0.5591458847
292	0.5590391016
293	0.5589095591
294	0.5588246267
295	0.5585644387
296	0.5583202706
297	0.5581793038
298	0.5578924025
299	0.5577136211
300	0.5576169084
301	0.5574488729
302	0.5573046382
303	0.5571419939
304	0.557049772
305	0.556712325
306	0.5565044854
307	0.556252477
308	0.5561414507
309	0.5559806039
310	0.5556917658
311	0.5555284152
312	0.5553257737
313	0.555095097
314	0.554922609
315	0.5547453637
316	0.5545119679
317	0.5543853544
318	0.5542834038
319	0.5541135559
320	0.5540583419
321	0.5539093391
322	0.5536746363
323	0.5535160397
324	0.5533794581
325	0.5531916805
326	0.5530684277
327	0.5528887886
328	0.5526664033
329	0.5524369599
330	0.5521907399
331	0.5519507752
332	0.5518065031
333	0.5516792752
334	0.5515866598
335	0.5513876908
336	0.5512325707
337	0.5510366592
338	0.5508603147
339	0.5506410943
340	0.5504060122
341	0.5502323768
342	0.5500791757
343	0.5498254891
344	0.5495951616
345	0.5493379376
346	0.5491505794
347	0.5489724283
348	0.5487453367
349	0.548503821
350	0.5482771116
351	0.5480998856
352	0.547884946
353	0.5477200042
354	0.5476208425
355	0.5474899755
356	0.5473397522
357	0.5471883889
358	0.5470011758
359	0.5468352187
360	0.5466702592
361	0.5464984491
362	0.5462515752
363	0.5460856603
364	0.5459109729
365	0.5457259908
366	0.5455870319
367	0.5454904028
368	0.5453401689
369	0.5450592684
370	0.5448821356
371	0.5447663752
372	0.5446168375
373	0.5444568743
374	0.5443281573
375	0.544219348
376	0.5441546919
377	0.5439713243
378	0.5438450999
379	0.5436456572
380	0.5435117524
381	0.5433616713
382	0.5432088973
383	0.5430561969
384	0.5428811013
385	0.5426590639
386	0.5424962895
387	0.5422313103
388	0.5420446269
389	0.5419275449
390	0.5417292121
391	0.5415391673
392	0.5413684922
393	0.5413023224
394	0.5411206384
395	0.5410223229
396	0.5408542146
397	0.5407615227
398	0.5406467485
399	0.5404921133
400	0.5403081267
401	0.5401855938
402	0.540073844
403	0.5398614688
404	0.5397061385
405	0.5395544168
406	0.5393814684
407	0.5392073618
408	0.5390902751
409	0.5389651437
410	0.5387735919
411	0.5386162644
412	0.5383787059
413	0.5381723532
414	0.5380479114
415	0.5379675461
416	0.5378217732
417	0.5376739106
418	0.5375283808
419	0.5373834948
420	0.5372243097
421	0.5370452927
422	0.5368760254
423	0.5367114624
424	0.5366111605
425	0.5365007746
426	0.5362660173
427	0.5361479224
428	0.5358944839
429	0.5357495524
430	0.5355377521
431	0.5352596873
432	0.5351138089
433	0.5349144653
434	0.5348115497
435	0.5346839843
436	0.5345722903
437	0.5343675283
438	0.5341947663
439	0.5340568844
440	0.533950947
441	0.5338262577
442	0.5335875018
443	0.5335126321
444	0.5332998769
445	0.5331327841
446	0.53296718
447	0.5328274738
448	0.5326736041
449	0.5326233682
450	0.5324786396
451	0.5322849682
452	0.53204858
453	0.5319305135
454	0.5317840762
455	0.531661148
456	0.5315301118
457	0.5313962693
458	0.5312272998
459	0.5310557571
460	0.5309418606
461	0.530781596
462	0.5306914039
463	0.5306208656
464	0.5304044209
465	0.5303425715
466	0.5302151988
467	0.5300878817
468	0.5299008906
469	0.5297916641
470	0.5296213544
471	0.5295246028
472	0.5293949936
473	0.5292921547
474	0.5292279294
475	0.5290897144
476	0.528931286
477	0.528803801
478	0.5286984946
479	0.5285720651
480	0.5284299354
481	0.5283169283
482	0.5282204625
483	0.5280734865
484	0.5279090928
485	0.5277841621
486	0.5276717509
487	0.5275283114
488	0.5274725852
489	0.5273543839
490	0.5272054465
491	0.5269334396
492	0.5268076962
493	0.5266914375
494	0.5265467709
495	0.5264288526
496	0.5263263247
497	0.5262506709
498	0.5261079912
499	0.5259965697
500	0.5257644503
501	0.5256033316
502	0.5254452861
503	0.5252838048
504	0.5250484772
505	0.524926117
506	0.5247413499
507	0.5244681595
508	0.5242908501
509	0.5241626307
510	0.5240206468
511	0.5239031929
512	0.5236912585
513	0.5235456751
514	0.5233776084
515	0.5232260237
516	0.5231067116
517	0.5229776731
518	0.5228523988
519	0.5226798724
520	0.5225890002
521	0.5224135386
522	0.5223008745
523	0.5221276818
524	0.5220214398
525	0.5218978972
526	0.5218272243
527	0.5217036151
528	0.5215835541
529	0.521508572
530	0.5214196502
531	0.5213252779
532	0.5212369718
533	0.5211411139
534	0.521038477
535	0.5209192107
536	0.5208021252
537	0.5207047511
538	0.5205921158
539	0.5204273475
540	0.5203036652
541	0.5201361865
542	0.5200001218
543	0.5198670257
544	0.5197845682
545	0.5196464285
546	0.5194798894
547	0.519350703
548	0.5192311926
549	0.5190770992
550	0.5189487727
551	0.5188081994
552	0.518708331
553	0.5185580345
554	0.5184704997
555	0.5183285013
556	0.5181448889
557	0.5179764192
558	0.5178809492
559	0.5177178445
560	0.5176212112
561	0.5175200637
562	0.51736271
563	0.5172839786
564	0.5171932511
565	0.5171097963
566	0.5170420034
567	0.5169309516
568	0.5167954494
569	0.5167053282
570	0.5165959538
571	0.5165124629
572	0.5164013713
573	0.5162564283
574	0.5161303652
575	0.5160068509
576	0.5158803005
577	0.5157858602
578	0.5157291085
579	0.5156355511
580	0.5154887776
581	0.5154007115
582	0.5151589348
583	0.5150666242
584	0.5149055387
585	0.514814897
586	0.5146793315
587	0.5145299067
588	0.5144214788
589	0.5142894009
590	0.5142066687
591	0.5141245521
592	0.5139690493
593	0.5138715523
594	0.5137655063
595	0.5136096848
596	0.5135044283
597	0.5134132306
598	0.5133184076
599	0.5132312745
600	0.513093387
601	0.5129352781
602	0.5128143168
603	0.5127112265
604	0.5125332006
605	0.5123620531
606	0.5122642816
607	0.5121295042
608	0.5120020295
609	0.5119432484
610	0.5117836016
611	0.5116546892
612	0.511531721
613	0.5114101363
614	0.5112880526
615	0.5111850451
616	0.5111035248
617	0.5109944387
618	0.510845723
619	0.5107215859
620	0.5106215403
621	0.5104856492
622	0.5104092681
623	0.5103210007
624	0.5102182433
625	0.5100357345
626	0.5098532067
627	0.5098170862
628	0.5097260409
629	0.5096302772
630	0.5094928883
631	0.5093293267
632	0.5092013036
633	0.5091322162
634	0.5089809335
635	0.5089064611
636	0.5087703456
637	0.5086546453
638	0.5085230558
639	0.5084855587
640	0.5083838484
641	0.508301358
642	0.5081821574
643	0.5080592743
644	0.5079916381
645	0.5079106922
646	0.5077884833
647	0.5076414743
648	0.5075742135
649	0.5074527868
650	0.5073495297
651	0.5072690021
652	0.5071957072
653	0.5071258635
654	0.5069940601
655	0.5068870299
656	0.506787925
657	0.5066405772
658	0.5065402358
659	0.5063985854
660	0.5063307831
661	0.5062245209
662	0.5061244042
663	0.5059691578
664	0.5058867849
665	0.5057724665
666	0.5057025379
667	0.5056046287
668	0.5055276227
669	0.5054595367
670	0.5053292203
671	0.5052179795
672	0.5051163211
673	0.5050166155
674	0.504947192
675	0.5048560433
676	0.5047195179
677	0.5046530005
678	0.5045141022
679	0.5043900633
680	0.5042724595
681	0.5041109268
682	0.5040033211
683	0.5039337067
684	0.5038616251
685	0.5037573259
686	0.5035931413
687	0.503544396
688	0.5034330721
689	0.5033540997
690	0.503281494
691	0.5031627269
692	0.5030935151
693	0.5029892214
694	0.5028786324
695	0.5028165227
696	0.5027148809
697	0.5026205104
698	0.5025288447
699	0.5024543119
700	0.5022782567
701	0.5021794461
702	0.5020430979
703	0.5018998627
704	0.5018301814
705	0.501695816
706	0.5016451222
707	0.5015767975
708	0.5014967984
709	0.5013176315
710	0.5012147053
711	0.5011383548
712	0.5010635513
713	0.5009265933
714	0.5008787012
715	0.5007388434
716	0.5005783845
717	0.5004449591
718	0.5002538297
719	0.5001304202
720	0.5000660912
721	0.4999308855
722	0.4998260854
723	0.499772856
724	0.4996540368
725	0.4994951053
726	0.4993880168
727	0.4993136796
728	0.49925797
729	0.4991378117
730	0.4990772915
731	0.4989938353
732	0.4989408217
733	0.4988208228
734	0.4987454547
735	0.4986787272
736	0.4986081675
737	0.4984989682
738	0.4984347844
739	0.4983416512
740	0.4982019463
741	0.4981028591
742	0.4979401541
743	0.4978909759
744	0.4978290418
745	0.4977397925
746	0.4976374527
747	0.4975556895
748	0.4974210928
749	0.497366021
750	0.4972998213
751	0.497197893
752	0.4970766829
753	0.4969404165
754	0.4968405263
755	0.4967078021
756	0.4965862858
757	0.4964953628
758	0.4963906499
759	0.4962845827
760	0.4961876483
761	0.496071355
762	0.4959621276
763	0.495840193
764	0.495703626
765	0.4956573889
766	0.4955538955
767	0.4954287448
768	0.4953589025
769	0.4951871113
770	0.4951148767
771	0.494990741
772	0.4949422301
773	0.494812902
774	0.4947424917
775	0.4945784252
776	0.4945246746
777	0.4944442345
778	0.49435861
779	0.4942776951
780	0.494188249
781	0.4941182424
782	0.4940172374
783	0.4939321119
784	0.4938290833
785	0.4936714681
786	0.4935514603
787	0.4934292973
788	0.4933312201
789	0.4932661652
790	0.4931790568
791	0.4931021915
792	0.4929732154
793	0.492877554
794	0.4927903198
795	0.4927193439
796	0.4926014704
797	0.4924834556
798	0.4924432586
799	0.492343547
800	0.4922275808
801	0.4921621608
802	0.4921149663
803	0.4919965528
804	0.4919368776
805	0.4918239282
806	0.4917149013
807	0.4915614621
808	0.4914780449
809	0.4913630508
810	0.4912842731
811	0.4912457384
812	0.4911797482
813	0.4910463997
814	0.4909182529
815	0.4908320278
816	0.4907303604
817	0.4906690013
818	0.4906005905
819	0.4905004789
820	0.4904081607
821	0.490326724
822	0.490203211
823	0.4901122213
824	0.4900329101
825	0.4899262762
826	0.4898113994
827	0.4898112493
828	0.4897629422
829	0.4896817208
830	0.4896133821
831	0.48949821
832	0.4894496655
833	0.4893199965
834	0.4892108281
835	0.489143799
836	0.4890437461
837	0.4889906661
838	0.4888534868
839	0.4887528756
840	0.4886793864
841	0.4885626735
842	0.4884716681
843	0.4883977239
844	0.488288002
845	0.4882037626
846	0.4880770887
847	0.4879910865
848	0.4879275123
849	0.48782422
850	0.4877518866
851	0.4876730754
852	0.4876203698
853	0.4875213668
854	0.4874411487
855	0.4873656777
856	0.4873145462
857	0.4872596529
858	0.4871385108
859	0.48706612
860	0.4869770235
861	0.4868909898
862	0.4867890646
863	0.486732381
864	0.4866402191
865	0.4865553207
866	0.4864245599
867	0.4863662863
868	0.4863110128
869	0.4862496943
870	0.4861768678
871	0.4860991759
872	0.4860000119
873	0.4859398561
874	0.4858620673
875	0.4856906515
876	0.4855848908
877	0.4854966754
878	0.485423329
879	0.4853609637
880	0.4853116629
881	0.4852158495
882	0.4851645127
883	0.4851131246
884	0.4850798175
885	0.4849794934
886	0.4848409169
887	0.4846938132
888	0.4846398041
889	0.4844974603
890	0.4844079031
891	0.4843359126
892	0.4841817414
893	0.4841020967
894	0.4840105521
895	0.4839586447
896	0.4838753822
897	0.4838028597
898	0.4837342103
899	0.4836846794
900	0.483566903
901	0.4834433103
902	0.4834151169
903	0.4832689657
904	0.4831873691
905	0.4831377791
906	0.483018853
907	0.4829436794
908	0.4828689508
909	0.4827802321
910	0.4826791581
911	0.4825589268
912	0.4824658691
913	0.4823360552
914	0.4822983119
915	0.4821960134
916	0.482128045
917	0.4820628532
918	0.4820030674
919	0.481891634
920	0.4818449296
921	0.4817619819
922	0.4817102595
923	0.4816643812
924	0.4816092932
925	0.4815367691
926	0.4814771308
927	0.4814275102
928	0.4813566
929	0.481314653
930	0.4812148142
931	0.4811684482
932	0.4811217962
933	0.4810203355
934	0.4809156449
935	0.4808229983
936	0.4806720816
937	0.4805692238
938	0.4804978744
939	0.4804421687
940	0.4803703237
941	0.4802869109
942	0.4801649813
943	0.4800847647
944	0.4800197461
945	0.479962257
946	0.4798643707
947	0.4797834937
948	0.4797277871
949	0.479581361
950	0.4795085651
951	0.4794302911
952	0.479359958
953	0.4792856028
954	0.4791958905
955	0.4791369204
956	0.4790693298
957	0.4789966489
958	0.4789555799
959	0.4788812676
960	0.4787924286
961	0.4787131121
962	0.4786382653
963	0.4785420398
964	0.478505148
965	0.478418709
966	0.4783010977
967	0.4782492057
968	0.4781879403
969	0.4780637772
970	0.4779666406
971	0.4779087125
972	0.4778443173
973	0.4777423761
974	0.477645982
975	0.4774981292
976	0.4774283838
977	0.4773400375
978	0.4772759984
979	0.4772136137
980	0.4771528676
981	0.4770974214
982	0.4769890736
983	0.4769285208
984	0.4768478328
985	0.4768030334
986	0.4767511192
987	0.4766731064
988	0.4766071079
989	0.4765583732
990	0.4765319228
991	0.4764247677
992	0.4763853646
993	0.4763303653
994	0.4762657361
995	0.4762215815
996	0.4761305138
997	0.4760684585
998	0.4759971824
999	0.4759672041
